# This is a Kurucz model F star at T_eff=7000K, [Fe/H]=-2, log10(g)=4.5,
# provided by Christy Tremonti on 1 Nov 2002.
# The original reference is Gray & Corbally, 1994, AJ 107, 742.
# There are some updates in Gray, Graham, & Hoyt 2001, AJ, 121, 2159.
# Gray's code SPECTRUM is available
#   http://www.acs.appstate.edu/dept/physics/spectrum/spectrum.html
# You can't download the models -- you have to run them.  Tremonti has
# then convolved these to something like SDSS resolution.
#
# Note that this spectrum is 0-indexed row #70 of the file:
#   $IDLSPEC2D_DIR/etc/kurucz_stds_interp.fit
# checked into idlspec2d v4_9_13.  I have converted the wavelength
# scale from vacuum to air.
#
# Eventually, Tremonti has suggested that we switch to the empirical
# spectra from STELIB.  See http://webast.ast.obs-mip.fr/stelib
#
 3677.8694  5.66078e+06
 3678.7164  5.69198e+06
 3679.5636  5.40069e+06
 3680.4109  5.65224e+06
 3681.2585  5.80854e+06
 3682.1062  5.46651e+06
 3682.9542  5.44301e+06
 3683.8024  5.72110e+06
 3684.6507  5.64885e+06
 3685.4992  5.34951e+06
 3686.3480  5.35289e+06
 3687.1969  5.17727e+06
 3688.0460  5.66064e+06
 3688.8954  5.96629e+06
 3689.7449  5.87644e+06
 3690.5946  5.53417e+06
 3691.4445  5.21491e+06
 3692.2946  5.54080e+06
 3693.1449  5.94500e+06
 3693.9954  6.04595e+06
 3694.8461  6.04932e+06
 3695.6970  5.83349e+06
 3696.5481  5.27377e+06
 3697.3994  5.01775e+06
 3698.2508  5.61324e+06
 3699.1025  6.03344e+06
 3699.9544  6.17633e+06
 3700.8064  5.97403e+06
 3701.6587  5.82846e+06
 3702.5112  5.48723e+06
 3703.3638  4.65009e+06
 3704.2167  4.46845e+06
 3705.0697  5.06589e+06
 3705.9230  5.07658e+06
 3706.7764  5.69586e+06
 3707.6300  5.68474e+06
 3708.4839  5.84388e+06
 3709.3379  5.53862e+06
 3710.1921  5.47395e+06
 3711.0465  4.74150e+06
 3711.9012  3.82021e+06
 3712.7560  4.47264e+06
 3713.6110  5.45100e+06
 3714.4662  5.95420e+06
 3715.3216  6.16039e+06
 3716.1772  6.16478e+06
 3717.0330  6.31819e+06
 3717.8890  6.31751e+06
 3718.7452  6.06649e+06
 3719.6016  5.29333e+06
 3720.4582  4.78832e+06
 3721.3150  3.90318e+06
 3722.1720  3.27303e+06
 3723.0291  4.48632e+06
 3723.8865  5.39413e+06
 3724.7441  5.87530e+06
 3725.6019  6.29405e+06
 3726.4598  6.34728e+06
 3727.3180  6.05332e+06
 3728.1764  6.40723e+06
 3729.0349  6.60430e+06
 3729.8937  6.40928e+06
 3730.7527  6.10698e+06
 3731.6118  5.76089e+06
 3732.4712  5.11825e+06
 3733.3307  4.07380e+06
 3734.1905  2.93552e+06
 3735.0504  3.41322e+06
 3735.9106  4.77804e+06
 3736.7709  4.76043e+06
 3737.6315  5.61723e+06
 3738.4922  6.31313e+06
 3739.3532  6.49386e+06
 3740.2143  6.79317e+06
 3741.0756  6.85344e+06
 3741.9372  6.86029e+06
 3742.7989  6.73329e+06
 3743.6608  6.53881e+06
 3744.5230  6.67332e+06
 3745.3853  5.82354e+06
 3746.2478  5.78470e+06
 3747.1105  5.87728e+06
 3747.9735  5.16579e+06
 3748.8366  4.29548e+06
 3749.6999  2.97506e+06
 3750.5634  3.11486e+06
 3751.4271  4.53569e+06
 3752.2911  5.44512e+06
 3753.1552  5.95253e+06
 3754.0195  6.35589e+06
 3754.8840  6.74505e+06
 3755.7487  7.00668e+06
 3756.6136  7.19249e+06
 3757.4788  7.03020e+06
 3758.3441  6.47132e+06
 3759.2096  6.70187e+06
 3760.0753  7.13382e+06
 3760.9412  7.01420e+06
 3761.8073  7.09637e+06
 3762.6736  7.36107e+06
 3763.5401  6.79913e+06
 3764.4068  6.84897e+06
 3765.2737  6.65606e+06
 3766.1408  6.44767e+06
 3767.0082  5.95935e+06
 3767.8757  5.75204e+06
 3768.7434  5.29703e+06
 3769.6113  4.15602e+06
 3770.4794  2.85846e+06
 3771.3477  3.55566e+06
 3772.2162  4.94338e+06
 3773.0849  5.70861e+06
 3773.9538  6.13009e+06
 3774.8229  6.44219e+06
 3775.6922  6.75711e+06
 3776.5617  7.05788e+06
 3777.4314  7.29889e+06
 3778.3013  7.42874e+06
 3779.1714  7.55492e+06
 3780.0417  7.68461e+06
 3780.9123  7.75890e+06
 3781.7830  7.81928e+06
 3782.6539  7.84849e+06
 3783.5250  7.84360e+06
 3784.3963  7.91052e+06
 3785.2678  7.85512e+06
 3786.1395  7.70502e+06
 3787.0114  7.68314e+06
 3787.8835  7.31894e+06
 3788.7559  7.51623e+06
 3789.6284  7.45720e+06
 3790.5011  7.31164e+06
 3791.3740  7.25683e+06
 3792.2471  7.05008e+06
 3793.1204  6.74322e+06
 3793.9940  6.38077e+06
 3794.8677  5.75084e+06
 3795.7416  5.42072e+06
 3796.6157  4.55981e+06
 3797.4900  3.07576e+06
 3798.3646  3.03202e+06
 3799.2393  4.35913e+06
 3800.1142  5.42402e+06
 3800.9894  6.09159e+06
 3801.8647  6.45376e+06
 3802.7402  6.82416e+06
 3803.6160  7.07726e+06
 3804.4919  7.25502e+06
 3805.3680  7.36510e+06
 3806.2444  7.47801e+06
 3807.1209  7.46358e+06
 3807.9977  7.62222e+06
 3808.8746  7.79005e+06
 3809.7517  7.92646e+06
 3810.6291  7.99720e+06
 3811.5066  7.98847e+06
 3812.3844  7.92731e+06
 3813.2624  7.92061e+06
 3814.1405  7.96708e+06
 3815.0189  7.90570e+06
 3815.8974  7.84829e+06
 3816.7762  7.97558e+06
 3817.6552  8.11031e+06
 3818.5343  8.07900e+06
 3819.4137  7.85630e+06
 3820.2933  7.62205e+06
 3821.1731  7.67802e+06
 3822.0530  7.83826e+06
 3822.9332  7.81978e+06
 3823.8136  7.58194e+06
 3824.6942  7.32609e+06
 3825.5750  7.17634e+06
 3826.4560  7.10334e+06
 3827.3372  7.00282e+06
 3828.2186  6.85790e+06
 3829.1002  6.73728e+06
 3829.9820  6.64085e+06
 3830.8640  6.42541e+06
 3831.7462  5.99167e+06
 3832.6286  5.43551e+06
 3833.5112  4.75275e+06
 3834.3940  3.96972e+06
 3835.2771  3.54415e+06
 3836.1603  3.86165e+06
 3837.0437  4.61042e+06
 3837.9274  5.28639e+06
 3838.8112  5.79020e+06
 3839.6952  6.13990e+06
 3840.5795  6.39983e+06
 3841.4639  6.75070e+06
 3842.3486  7.14438e+06
 3843.2334  7.42104e+06
 3844.1185  7.58463e+06
 3845.0038  7.68998e+06
 3845.8892  7.76951e+06
 3846.7749  7.85260e+06
 3847.6608  7.93234e+06
 3848.5468  7.94222e+06
 3849.4331  7.88216e+06
 3850.3196  7.89442e+06
 3851.2063  8.03095e+06
 3852.0932  8.17031e+06
 3852.9803  8.24317e+06
 3853.8676  8.25840e+06
 3854.7551  8.19802e+06
 3855.6428  8.07225e+06
 3856.5307  8.01364e+06
 3857.4189  8.05735e+06
 3858.3072  8.04270e+06
 3859.1957  7.94610e+06
 3860.0845  7.95289e+06
 3860.9734  8.12137e+06
 3861.8625  8.27843e+06
 3862.7519  8.33208e+06
 3863.6414  8.30480e+06
 3864.5312  8.21403e+06
 3865.4212  8.14071e+06
 3866.3113  8.17630e+06
 3867.2017  8.25940e+06
 3868.0923  8.30445e+06
 3868.9831  8.30447e+06
 3869.8741  8.26461e+06
 3870.7653  8.15861e+06
 3871.6567  7.98660e+06
 3872.5483  7.86927e+06
 3873.4401  7.89880e+06
 3874.3321  7.98731e+06
 3875.2243  8.01558e+06
 3876.1167  7.91544e+06
 3877.0094  7.63346e+06
 3877.9022  7.28660e+06
 3878.7952  7.19403e+06
 3879.6885  7.36278e+06
 3880.5819  7.46956e+06
 3881.4756  7.39927e+06
 3882.3695  7.23290e+06
 3883.2635  7.01432e+06
 3884.1578  6.71320e+06
 3885.0523  6.26666e+06
 3885.9470  5.67239e+06
 3886.8419  4.99799e+06
 3887.7370  4.25737e+06
 3888.6323  3.67077e+06
 3889.5278  3.73307e+06
 3890.4235  4.45926e+06
 3891.3195  5.31410e+06
 3892.2156  5.95327e+06
 3893.1119  6.37693e+06
 3894.0085  6.65334e+06
 3894.9052  6.82912e+06
 3895.8022  6.98766e+06
 3896.6993  7.15136e+06
 3897.5967  7.25488e+06
 3898.4943  7.31479e+06
 3899.3921  7.36748e+06
 3900.2901  7.47301e+06
 3901.1883  7.64198e+06
 3902.0867  7.74800e+06
 3902.9853  7.79056e+06
 3903.8841  7.84360e+06
 3904.7831  7.84395e+06
 3905.6824  7.83670e+06
 3906.5818  7.95138e+06
 3907.4815  8.12771e+06
 3908.3813  8.24691e+06
 3909.2814  8.29870e+06
 3910.1816  8.32207e+06
 3911.0821  8.33407e+06
 3911.9828  8.32443e+06
 3912.8837  8.29210e+06
 3913.7848  8.28161e+06
 3914.6861  8.31683e+06
 3915.5876  8.35095e+06
 3916.4893  8.35054e+06
 3917.3913  8.33447e+06
 3918.2934  8.30305e+06
 3919.1957  8.23277e+06
 3920.0983  8.17263e+06
 3921.0010  8.18364e+06
 3921.9040  8.19290e+06
 3922.8072  8.18627e+06
 3923.7106  8.25506e+06
 3924.6142  8.33624e+06
 3925.5180  8.33982e+06
 3926.4220  8.29722e+06
 3927.3262  8.24530e+06
 3928.2306  8.20187e+06
 3929.1352  8.13681e+06
 3930.0401  8.02267e+06
 3930.9451  7.84974e+06
 3931.8504  7.34987e+06
 3932.7559  6.42889e+06
 3933.6615  5.91167e+06
 3934.5674  6.48060e+06
 3935.4735  7.45841e+06
 3936.3798  8.04656e+06
 3937.2863  8.25452e+06
 3938.1930  8.32428e+06
 3939.1000  8.35270e+06
 3940.0071  8.34862e+06
 3940.9144  8.31200e+06
 3941.8220  8.23501e+06
 3942.7297  8.10959e+06
 3943.6377  8.00476e+06
 3944.5459  8.04330e+06
 3945.4543  8.17694e+06
 3946.3629  8.25182e+06
 3947.2717  8.25023e+06
 3948.1807  8.22410e+06
 3949.0899  8.19107e+06
 3949.9994  8.15603e+06
 3950.9090  8.10910e+06
 3951.8189  8.02830e+06
 3952.7289  7.96518e+06
 3953.6392  7.97741e+06
 3954.5497  7.99678e+06
 3955.4604  7.95171e+06
 3956.3713  7.87758e+06
 3957.2824  7.83179e+06
 3958.1937  7.79842e+06
 3959.1053  7.71857e+06
 3960.0170  7.53089e+06
 3960.9290  7.26500e+06
 3961.8411  7.10575e+06
 3962.7535  7.08595e+06
 3963.6661  7.01245e+06
 3964.5789  6.79426e+06
 3965.4919  6.42301e+06
 3966.4051  5.85844e+06
 3967.3185  5.02727e+06
 3968.2321  4.04628e+06
 3969.1460  3.34769e+06
 3970.0600  3.29111e+06
 3970.9743  3.92408e+06
 3971.8888  4.86349e+06
 3972.8035  5.64766e+06
 3973.7184  6.17618e+06
 3974.6335  6.54948e+06
 3975.5488  6.83150e+06
 3976.4643  7.04575e+06
 3977.3800  7.21778e+06
 3978.2960  7.37542e+06
 3979.2122  7.51942e+06
 3980.1285  7.63396e+06
 3981.0451  7.71936e+06
 3981.9619  7.79183e+06
 3982.8789  7.86270e+06
 3983.7961  7.92653e+06
 3984.7136  7.97752e+06
 3985.6312  8.01716e+06
 3986.5490  8.05340e+06
 3987.4671  8.09082e+06
 3988.3854  8.12010e+06
 3989.3039  8.13773e+06
 3990.2226  8.15902e+06
 3991.1415  8.18963e+06
 3992.0606  8.21968e+06
 3992.9799  8.23996e+06
 3993.8995  8.25065e+06
 3994.8192  8.25872e+06
 3995.7392  8.26124e+06
 3996.6594  8.25240e+06
 3997.5797  8.24900e+06
 3998.5004  8.26890e+06
 3999.4212  8.29753e+06
 4000.3422  8.31434e+06
 4001.2634  8.31862e+06
 4002.1849  8.31644e+06
 4003.1065  8.28574e+06
 4004.0284  8.18126e+06
 4004.9505  8.06039e+06
 4005.8728  8.08178e+06
 4006.7953  8.21519e+06
 4007.7180  8.31076e+06
 4008.6410  8.33960e+06
 4009.5641  8.34081e+06
 4010.4875  8.33603e+06
 4011.4111  8.31411e+06
 4012.3348  8.28717e+06
 4013.2588  8.28922e+06
 4014.1831  8.31270e+06
 4015.1075  8.33243e+06
 4016.0321  8.32562e+06
 4016.9570  8.30326e+06
 4017.8820  8.30993e+06
 4018.8073  8.34220e+06
 4019.7328  8.36315e+06
 4020.6585  8.36239e+06
 4021.5844  8.35227e+06
 4022.5106  8.34529e+06
 4023.4369  8.33812e+06
 4024.3635  8.32861e+06
 4025.2902  8.33179e+06
 4026.2172  8.34682e+06
 4027.1444  8.34900e+06
 4028.0718  8.33354e+06
 4028.9994  8.31008e+06
 4029.9273  8.27422e+06
 4030.8553  8.24124e+06
 4031.7836  8.21738e+06
 4032.7121  8.18774e+06
 4033.6408  8.18261e+06
 4034.5697  8.22053e+06
 4035.4988  8.28365e+06
 4036.4281  8.33337e+06
 4037.3577  8.35179e+06
 4038.2874  8.35268e+06
 4039.2174  8.34592e+06
 4040.1476  8.33207e+06
 4041.0780  8.32007e+06
 4042.0086  8.32181e+06
 4042.9394  8.31898e+06
 4043.8705  8.26344e+06
 4044.8018  8.13032e+06
 4045.7332  8.03757e+06
 4046.6649  8.11749e+06
 4047.5968  8.25000e+06
 4048.5289  8.30640e+06
 4049.4613  8.31616e+06
 4050.3938  8.31703e+06
 4051.3266  8.31366e+06
 4052.2596  8.30747e+06
 4053.1928  8.30056e+06
 4054.1262  8.29415e+06
 4055.0598  8.28935e+06
 4055.9936  8.28228e+06
 4056.9277  8.26841e+06
 4057.8620  8.25810e+06
 4058.7964  8.26196e+06
 4059.7311  8.27030e+06
 4060.6661  8.25999e+06
 4061.6012  8.18449e+06
 4062.5365  8.00372e+06
 4063.4721  7.86005e+06
 4064.4079  7.94432e+06
 4065.3439  8.10508e+06
 4066.2801  8.15281e+06
 4067.2165  8.14888e+06
 4068.1531  8.17097e+06
 4069.0900  8.18518e+06
 4070.0270  8.12529e+06
 4070.9643  7.99134e+06
 4071.9018  7.92860e+06
 4072.8395  8.01322e+06
 4073.7775  8.10524e+06
 4074.7156  8.12337e+06
 4075.6540  8.07305e+06
 4076.5926  7.94639e+06
 4077.5314  7.83314e+06
 4078.4704  7.86633e+06
 4079.4096  7.97061e+06
 4080.3491  8.02314e+06
 4081.2887  8.02518e+06
 4082.2286  8.00234e+06
 4083.1687  7.96360e+06
 4084.1090  7.91653e+06
 4085.0495  7.87645e+06
 4085.9903  7.84682e+06
 4086.9312  7.81282e+06
 4087.8724  7.76758e+06
 4088.8138  7.71159e+06
 4089.7554  7.64395e+06
 4090.6972  7.56381e+06
 4091.6393  7.47088e+06
 4092.5816  7.36472e+06
 4093.5240  7.24164e+06
 4094.4667  7.09320e+06
 4095.4096  6.91132e+06
 4096.3528  6.68889e+06
 4097.2961  6.40927e+06
 4098.2397  6.03354e+06
 4099.1835  5.48111e+06
 4100.1275  4.68282e+06
 4101.0717  3.87688e+06
 4102.0161  3.67405e+06
 4102.9608  4.27141e+06
 4103.9056  5.13261e+06
 4104.8507  5.80421e+06
 4105.7960  6.25093e+06
 4106.7415  6.56358e+06
 4107.6873  6.80352e+06
 4108.6332  6.99723e+06
 4109.5794  7.15658e+06
 4110.5258  7.28927e+06
 4111.4724  7.40149e+06
 4112.4192  7.49556e+06
 4113.3663  7.57806e+06
 4114.3136  7.65172e+06
 4115.2610  7.71405e+06
 4116.2087  7.76474e+06
 4117.1567  7.79760e+06
 4118.1048  7.81623e+06
 4119.0532  7.84536e+06
 4120.0017  7.88838e+06
 4120.9505  7.92575e+06
 4121.8995  7.95426e+06
 4122.8488  7.97833e+06
 4123.7982  7.99923e+06
 4124.7479  8.01482e+06
 4125.6978  8.02395e+06
 4126.6479  8.02790e+06
 4127.5982  8.03031e+06
 4128.5487  8.04160e+06
 4129.4995  8.05040e+06
 4130.4505  8.00946e+06
 4131.4017  7.91192e+06
 4132.3531  7.87608e+06
 4133.3047  7.94813e+06
 4134.2566  8.02751e+06
 4135.2087  8.07330e+06
 4136.1610  8.10392e+06
 4137.1135  8.12041e+06
 4138.0662  8.12871e+06
 4139.0192  8.13436e+06
 4139.9723  8.13560e+06
 4140.9257  8.12081e+06
 4141.8793  8.04912e+06
 4142.8332  7.90410e+06
 4143.7872  7.82691e+06
 4144.7415  7.93155e+06
 4145.6960  8.07089e+06
 4146.6507  8.12405e+06
 4147.6056  8.12703e+06
 4148.5608  8.12400e+06
 4149.5161  8.12676e+06
 4150.4717  8.13448e+06
 4151.4275  8.13567e+06
 4152.3836  8.11703e+06
 4153.3398  8.07912e+06
 4154.2963  8.05894e+06
 4155.2530  8.07860e+06
 4156.2099  8.10078e+06
 4157.1670  8.10695e+06
 4158.1244  8.11045e+06
 4159.0819  8.11835e+06
 4160.0397  8.12777e+06
 4160.9977  8.13262e+06
 4161.9560  8.13454e+06
 4162.9144  8.13501e+06
 4163.8731  8.13480e+06
 4164.8320  8.13513e+06
 4165.7911  8.13157e+06
 4166.7505  8.12398e+06
 4167.7100  8.12184e+06
 4168.6698  8.12520e+06
 4169.6298  8.12002e+06
 4170.5900  8.10024e+06
 4171.5505  8.07345e+06
 4172.5111  8.04977e+06
 4173.4720  8.04401e+06
 4174.4331  8.05895e+06
 4175.3944  8.06457e+06
 4176.3560  8.05714e+06
 4177.3178  8.06243e+06
 4178.2798  8.07519e+06
 4179.2420  8.08159e+06
 4180.2044  8.07358e+06
 4181.1671  8.05240e+06
 4182.1299  8.04903e+06
 4183.0930  8.07083e+06
 4184.0564  8.08313e+06
 4185.0199  8.07126e+06
 4185.9837  8.01441e+06
 4186.9477  7.94252e+06
 4187.9119  7.95317e+06
 4188.8763  8.02889e+06
 4189.8409  8.07205e+06
 4190.8058  8.06706e+06
 4191.7709  8.06301e+06
 4192.7362  8.08035e+06
 4193.7018  8.09016e+06
 4194.6675  8.07906e+06
 4195.6335  8.06156e+06
 4196.5997  8.03676e+06
 4197.5662  7.95979e+06
 4198.5328  7.85444e+06
 4199.4997  7.84919e+06
 4200.4668  7.89661e+06
 4201.4341  7.87070e+06
 4202.4017  7.87859e+06
 4203.3694  7.97645e+06
 4204.3374  8.04973e+06
 4205.3056  8.06944e+06
 4206.2741  8.07026e+06
 4207.2427  8.06840e+06
 4208.2116  8.06303e+06
 4209.1807  8.04766e+06
 4210.1501  8.03364e+06
 4211.1196  8.04104e+06
 4212.0894  8.05497e+06
 4213.0594  8.04499e+06
 4214.0296  7.97983e+06
 4215.0001  7.87062e+06
 4215.9707  7.84644e+06
 4216.9416  7.93493e+06
 4217.9127  8.00255e+06
 4218.8841  8.01435e+06
 4219.8556  8.01748e+06
 4220.8274  8.01878e+06
 4221.7994  8.00306e+06
 4222.7717  7.98502e+06
 4223.7441  7.96644e+06
 4224.7168  7.92442e+06
 4225.6897  7.81405e+06
 4226.6628  7.71899e+06
 4227.6362  7.80227e+06
 4228.6098  7.95200e+06
 4229.5836  8.01895e+06
 4230.5576  8.02296e+06
 4231.5319  7.98232e+06
 4232.5063  7.89675e+06
 4233.4810  7.85108e+06
 4234.4560  7.88607e+06
 4235.4311  7.91291e+06
 4236.4065  7.93089e+06
 4237.3821  7.95998e+06
 4238.3579  7.96736e+06
 4239.3340  7.97182e+06
 4240.3102  7.98856e+06
 4241.2867  7.99783e+06
 4242.2635  7.99644e+06
 4243.2404  7.99556e+06
 4244.2176  7.98785e+06
 4245.1950  7.94014e+06
 4246.1726  7.84213e+06
 4247.1504  7.78840e+06
 4248.1285  7.82016e+06
 4249.1068  7.77934e+06
 4250.0853  7.65710e+06
 4251.0641  7.68188e+06
 4252.0431  7.83157e+06
 4253.0223  7.88212e+06
 4254.0017  7.84079e+06
 4254.9813  7.85900e+06
 4255.9612  7.92868e+06
 4256.9413  7.96000e+06
 4257.9216  7.94495e+06
 4258.9022  7.88471e+06
 4259.8830  7.79264e+06
 4260.8640  7.78034e+06
 4261.8452  7.86934e+06
 4262.8267  7.93905e+06
 4263.8083  7.95774e+06
 4264.7902  7.95825e+06
 4265.7724  7.95506e+06
 4266.7547  7.94982e+06
 4267.7373  7.94412e+06
 4268.7201  7.92303e+06
 4269.7032  7.82563e+06
 4270.6865  7.63275e+06
 4271.6699  7.54325e+06
 4272.6537  7.67078e+06
 4273.6376  7.77816e+06
 4274.6218  7.77887e+06
 4275.6062  7.81546e+06
 4276.5908  7.88425e+06
 4277.5757  7.91469e+06
 4278.5607  7.91752e+06
 4279.5460  7.91377e+06
 4280.5316  7.90236e+06
 4281.5173  7.87662e+06
 4282.5033  7.85422e+06
 4283.4895  7.86332e+06
 4284.4760  7.88535e+06
 4285.4626  7.89359e+06
 4286.4495  7.88794e+06
 4287.4367  7.86249e+06
 4288.4240  7.79803e+06
 4289.4116  7.72338e+06
 4290.3994  7.72989e+06
 4291.3874  7.79826e+06
 4292.3757  7.81521e+06
 4293.3642  7.76265e+06
 4294.3529  7.73910e+06
 4295.3418  7.78347e+06
 4296.3310  7.81386e+06
 4297.3204  7.77612e+06
 4298.3100  7.66200e+06
 4299.2999  7.58064e+06
 4300.2900  7.63168e+06
 4301.2803  7.69347e+06
 4302.2708  7.69775e+06
 4303.2616  7.72129e+06
 4304.2526  7.75741e+06
 4305.2438  7.75308e+06
 4306.2352  7.68912e+06
 4307.2269  7.57108e+06
 4308.2188  7.52814e+06
 4309.2110  7.61702e+06
 4310.2033  7.70523e+06
 4311.1959  7.73134e+06
 4312.1887  7.71376e+06
 4313.1818  7.66458e+06
 4314.1751  7.59976e+06
 4315.1686  7.57830e+06
 4316.1623  7.61690e+06
 4317.1563  7.64279e+06
 4318.1505  7.62789e+06
 4319.1449  7.59542e+06
 4320.1395  7.55614e+06
 4321.1344  7.52853e+06
 4322.1295  7.51761e+06
 4323.1249  7.48116e+06
 4324.1204  7.36560e+06
 4325.1162  7.19060e+06
 4326.1123  7.12490e+06
 4327.1085  7.19732e+06
 4328.1050  7.23488e+06
 4329.1017  7.19015e+06
 4330.0987  7.10684e+06
 4331.0958  7.00849e+06
 4332.0932  6.89765e+06
 4333.0909  6.76440e+06
 4334.0887  6.59722e+06
 4335.0868  6.37902e+06
 4336.0852  6.07872e+06
 4337.0837  5.66671e+06
 4338.0825  5.08817e+06
 4339.0815  4.30004e+06
 4340.0807  3.64090e+06
 4341.0802  3.72490e+06
 4342.0799  4.48094e+06
 4343.0798  5.27073e+06
 4344.0800  5.80752e+06
 4345.0804  6.16135e+06
 4346.0810  6.41947e+06
 4347.0819  6.61866e+06
 4348.0830  6.77668e+06
 4349.0843  6.89954e+06
 4350.0858  6.97804e+06
 4351.0876  7.01537e+06
 4352.0896  7.07486e+06
 4353.0919  7.18531e+06
 4354.0943  7.28605e+06
 4355.0970  7.35070e+06
 4356.1000  7.39664e+06
 4357.1031  7.43383e+06
 4358.1065  7.46428e+06
 4359.1101  7.49072e+06
 4360.1140  7.51636e+06
 4361.1181  7.54079e+06
 4362.1224  7.56183e+06
 4363.1269  7.57989e+06
 4364.1317  7.59616e+06
 4365.1367  7.61003e+06
 4366.1420  7.61979e+06
 4367.1474  7.62593e+06
 4368.1531  7.63294e+06
 4369.1591  7.64226e+06
 4370.1653  7.65177e+06
 4371.1717  7.66048e+06
 4372.1783  7.66596e+06
 4373.1851  7.66440e+06
 4374.1922  7.65404e+06
 4375.1996  7.64207e+06
 4376.2071  7.64676e+06
 4377.2149  7.66903e+06
 4378.2229  7.68632e+06
 4379.2312  7.69199e+06
 4380.2397  7.68934e+06
 4381.2484  7.65053e+06
 4382.2574  7.51463e+06
 4383.2666  7.36243e+06
 4384.2760  7.40822e+06
 4385.2856  7.57432e+06
 4386.2955  7.66485e+06
 4387.3056  7.68113e+06
 4388.3160  7.68101e+06
 4389.3265  7.68695e+06
 4390.3374  7.69323e+06
 4391.3484  7.69579e+06
 4392.3597  7.69187e+06
 4393.3712  7.66740e+06
 4394.3829  7.62660e+06
 4395.3949  7.61831e+06
 4396.4071  7.65444e+06
 4397.4196  7.68110e+06
 4398.4322  7.67285e+06
 4399.4452  7.64365e+06
 4400.4583  7.62680e+06
 4401.4717  7.63762e+06
 4402.4853  7.63242e+06
 4403.4991  7.54569e+06
 4404.5132  7.44823e+06
 4405.5275  7.49776e+06
 4406.5421  7.61507e+06
 4407.5568  7.66430e+06
 4408.5718  7.67062e+06
 4409.5871  7.67660e+06
 4410.6026  7.68205e+06
 4411.6183  7.68098e+06
 4412.6342  7.66176e+06
 4413.6504  7.58950e+06
 4414.6668  7.48973e+06
 4415.6835  7.48295e+06
 4416.7004  7.56176e+06
 4417.7175  7.61750e+06
 4418.7348  7.64912e+06
 4419.7524  7.66766e+06
 4420.7702  7.67094e+06
 4421.7883  7.66698e+06
 4422.8066  7.66270e+06
 4423.8251  7.65620e+06
 4424.8438  7.64219e+06
 4425.8628  7.62863e+06
 4426.8821  7.62221e+06
 4427.9015  7.63012e+06
 4428.9212  7.64403e+06
 4429.9412  7.64599e+06
 4430.9613  7.64468e+06
 4431.9817  7.64531e+06
 4433.0024  7.63773e+06
 4434.0232  7.61712e+06
 4435.0443  7.60224e+06
 4436.0657  7.61495e+06
 4437.0872  7.63500e+06
 4438.1091  7.64287e+06
 4439.1311  7.64233e+06
 4440.1534  7.63448e+06
 4441.1759  7.60872e+06
 4442.1987  7.55091e+06
 4443.2216  7.48436e+06
 4444.2449  7.49374e+06
 4445.2683  7.56844e+06
 4446.2920  7.60586e+06
 4447.3160  7.60334e+06
 4448.3401  7.60354e+06
 4449.3645  7.60386e+06
 4450.3892  7.59689e+06
 4451.4140  7.59812e+06
 4452.4391  7.60162e+06
 4453.4645  7.58522e+06
 4454.4901  7.55650e+06
 4455.5159  7.55490e+06
 4456.5420  7.57471e+06
 4457.5682  7.57804e+06
 4458.5948  7.56430e+06
 4459.6215  7.56011e+06
 4460.6485  7.55717e+06
 4461.6758  7.55053e+06
 4462.7032  7.56167e+06
 4463.7310  7.56972e+06
 4464.7589  7.56582e+06
 4465.7871  7.55647e+06
 4466.8155  7.52388e+06
 4467.8442  7.46406e+06
 4468.8731  7.44836e+06
 4469.9022  7.50516e+06
 4470.9316  7.55480e+06
 4471.9612  7.57234e+06
 4472.9910  7.57507e+06
 4474.0211  7.56496e+06
 4475.0514  7.53250e+06
 4476.0820  7.51016e+06
 4477.1127  7.53365e+06
 4478.1438  7.56031e+06
 4479.1750  7.55486e+06
 4480.2065  7.52031e+06
 4481.2383  7.49168e+06
 4482.2703  7.50762e+06
 4483.3025  7.53929e+06
 4484.3349  7.55364e+06
 4485.3676  7.55608e+06
 4486.4005  7.55249e+06
 4487.4337  7.53654e+06
 4488.4671  7.50724e+06
 4489.5008  7.48539e+06
 4490.5346  7.48093e+06
 4491.5688  7.49133e+06
 4492.6031  7.51130e+06
 4493.6377  7.51334e+06
 4494.6726  7.50726e+06
 4495.7076  7.51544e+06
 4496.7429  7.52426e+06
 4497.7785  7.52615e+06
 4498.8143  7.51724e+06
 4499.8503  7.48033e+06
 4500.8866  7.43365e+06
 4501.9231  7.44712e+06
 4502.9598  7.49745e+06
 4503.9968  7.52057e+06
 4505.0340  7.52225e+06
 4506.0715  7.51704e+06
 4507.1092  7.50240e+06
 4508.1471  7.48812e+06
 4509.1853  7.49413e+06
 4510.2237  7.50709e+06
 4511.2623  7.51007e+06
 4512.3012  7.50589e+06
 4513.3404  7.49244e+06
 4514.3797  7.46356e+06
 4515.4193  7.44596e+06
 4516.4592  7.46390e+06
 4517.4993  7.48280e+06
 4518.5396  7.48286e+06
 4519.5802  7.47131e+06
 4520.6210  7.44694e+06
 4521.6620  7.39146e+06
 4522.7033  7.35422e+06
 4523.7448  7.39919e+06
 4524.7866  7.45136e+06
 4525.8286  7.46471e+06
 4526.8709  7.45360e+06
 4527.9134  7.42533e+06
 4528.9561  7.41250e+06
 4529.9990  7.42578e+06
 4531.0423  7.43436e+06
