WL	g-band	WL	r-band	WL	i-band	WL	z-band	WL	y-band
738	0.9231	738	5.2108	738	92.764	738	0.0023	738	0.263
739	1.1021	739	5.1514	739	92.7789	739	0.0023	739	0.1713
740	1.1968	740	5.0972	740	92.7846	740	0.0022	740	0.1199
741	1.1674	741	5.0457	741	92.7829	741	0.0022	741	0.0887
742	1.0361	742	4.995	742	92.7769	742	0.0023	742	0.0684
743	0.8612	743	4.9429	743	92.7705	743	0.0023	743	0.0545
744	0.6903	744	4.8879	744	92.7677	744	0.0024	744	0.0447
745	0.5456	745	4.8287	745	92.7724	745	0.0025	745	0.0374
746	0.4314	746	4.764	746	92.7878	746	0.0026	746	0.032
747	0.3443	747	4.6933	747	92.8161	747	0.0028	747	0.0278
748	0.2788	748	4.6163	748	92.8583	748	0.003	748	0.0245
749	0.2297	749	4.5327	749	92.9133	749	0.0032	749	0.0218
750	0.1929	750	4.443	750	92.9786	750	0.0035	750	0.0197
751	0.1652	751	4.3476	751	93.05	751	0.0038	751	0.018
752	0.1443	752	4.2474	752	93.1215	752	0.0042	752	0.0165
753	0.1284	753	4.143	753	93.1862	753	0.0047	753	0.0154
754	0.1164	754	4.0356	754	93.2364	754	0.0053	754	0.0144
755	0.1073	755	3.9262	755	93.2646	755	0.006	755	0.0136
756	0.1004	756	3.8159	756	93.2635	756	0.0069	756	0.0129
757	0.0954	757	3.7054	757	93.2274	757	0.008	757	0.0123
758	0.0918	758	3.5959	758	93.152	758	0.0093	758	0.0118
759	0.0893	759	3.4881	759	93.0358	759	0.011	759	0.0114
760	0.0877	760	3.3827	760	92.8796	760	0.0131	760	0.0111
761	0.0867	761	3.2801	761	92.6868	761	0.0156	761	0.0108
762	0.0862	762	3.181	762	92.4638	762	0.0189	762	0.0106
763	0.086	763	3.0856	763	92.2187	763	0.0229	763	0.0104
764	0.0861	764	2.994	764	91.9616	764	0.0279	764	0.0103
765	0.0863	765	2.9065	765	91.7038	765	0.0339	765	0.0102
766	0.0866	766	2.823	766	91.4567	766	0.0409	766	0.0102
767	0.087	767	2.7435	767	91.2319	767	0.0487	767	0.0103
768	0.0876	768	2.6679	768	91.0395	768	0.0566	768	0.0103
769	0.0883	769	2.5959	769	90.8887	769	0.0638	769	0.0104
770	0.0894	770	2.5274	770	90.7864	770	0.0692	770	0.0106
771	0.0909	771	2.4621	771	90.7374	771	0.0723	771	0.0108
772	0.093	772	2.3998	772	90.7441	772	0.073	772	0.011
773	0.0959	773	2.3401	773	90.8066	773	0.0717	773	0.0113
774	0.0996	774	2.2828	774	90.9224	774	0.0692	774	0.0116
775	0.1045	775	2.2277	775	91.0869	775	0.0662	775	0.012
776	0.1107	776	2.1743	776	91.2938	776	0.0632	776	0.0126
777	0.1185	777	2.1225	777	91.5351	777	0.0605	777	0.0133
778	0.1283	778	2.0721	778	91.8018	778	0.0583	778	0.014
779	0.1404	779	2.0228	779	92.0846	779	0.0566	779	0.0149
780	0.1553	780	1.9745	780	92.3738	780	0.0554	780	0.0159
781	0.1735	781	1.927	781	92.6603	781	0.0549	781	0.017
782	0.1957	782	1.8803	782	92.9359	782	0.055	782	0.0183
783	0.2226	783	1.8343	783	93.1934	783	0.0556	783	0.0198
784	0.2548	784	1.7891	784	93.4268	784	0.0568	784	0.0216
785	0.2931	785	1.7445	785	93.6317	785	0.0587	785	0.0236
786	0.3377	786	1.7007	786	93.8048	786	0.0613	786	0.0259
787	0.3888	787	1.6579	787	93.944	787	0.0646	787	0.0286
788	0.446	788	1.616	788	94.0479	788	0.0687	788	0.0318
789	0.5078	789	1.5752	789	94.1155	789	0.0738	789	0.0356
790	0.5724	790	1.5358	790	94.1463	790	0.0801	790	0.04
791	0.637	791	1.4978	791	94.1391	791	0.0877	791	0.0453
792	0.6984	792	1.4614	792	94.0927	792	0.0969	792	0.0517
793	0.7533	793	1.4268	793	94.0053	793	0.1082	793	0.0594
794	0.7989	794	1.3941	794	93.8746	794	0.1218	794	0.0689
795	0.8329	795	1.3635	795	93.6978	795	0.1385	795	0.0806
796	0.8538	796	1.3352	796	93.4723	796	0.159	796	0.0953
797	0.861	797	1.3092	797	93.1955	797	0.1842	797	0.1138
798	0.855	798	1.2857	798	92.8657	798	0.2155	798	0.1376
799	0.8373	799	1.2647	799	92.4822	799	0.2547	799	0.1687
800	0.8099	800	1.2465	800	92.046	800	0.3041	800	0.2099
801	0.7754	801	1.231	801	91.56	801	0.3667	801	0.2658
802	0.7365	802	1.2183	802	91.0289	802	0.4467	802	0.3432
803	0.6956	803	1.2086	803	90.4598	803	0.5498	803	0.4531
804	0.6548	804	1.2018	804	89.8618	804	0.6833	804	0.6134
805	0.6156	805	1.1981	805	89.2456	805	0.8574	805	0.8529
806	0.579	806	1.1975	806	88.6233	806	1.0356	806	1.1213
807	0.5456	807	1.2001	807	88.0077	807	1.2505	807	1.4793
808	0.5156	808	1.2059	808	87.412	808	1.5148	808	1.9574
809	0.4892	809	1.215	809	86.849	809	1.8373	809	2.5478
810	0.4661	810	1.2275	810	86.3307	810	2.2252	810	3.1569
811	0.4461	811	1.2433	811	85.8678	811	2.6818	811	3.576
812	0.429	812	1.2627	812	85.469	812	3.2027	812	3.6084
813	0.4146	813	1.2855	813	85.1414	813	3.7727	813	3.2753
814	0.4026	814	1.3119	814	84.8894	814	4.3643	814	2.7749
815	0.3929	815	1.3418	815	84.7155	815	4.9401	815	2.28
816	0.3854	816	1.3752	816	84.6194	816	5.4615	816	1.8641
817	0.3798	817	1.4121	817	84.5987	817	5.8985	817	1.5372
818	0.3763	818	1.4523	818	84.649	818	6.2382	818	1.2859
819	0.3748	819	1.4957	819	84.7638	819	6.4855	819	1.0932
820	0.3753	820	1.5421	820	84.9352	820	6.6592	820	0.9442
821	0.3781	821	1.5912	821	85.1543	821	6.784	821	0.8278
822	0.3833	822	1.6427	822	85.4116	822	6.8858	822	0.7358
823	0.3911	823	1.6962	823	85.6976	823	6.9871	823	0.6622
824	0.4019	824	1.7512	824	86.0034	824	7.1068	824	0.6027
825	0.416	825	1.8071	825	86.3213	825	7.26	825	0.5541
826	0.4339	826	1.8635	826	86.6452	826	7.4593	826	0.5142
827	0.4561	827	1.9197	827	86.9712	827	7.7253	827	0.4806
828	0.4834	828	1.9751	828	87.2976	828	8.0786	828	0.4521
829	0.5164	829	2.0291	829	87.6251	829	8.5202	829	0.4285
830	0.5563	830	2.0812	830	87.9566	830	9.065	830	0.4091
831	0.6038	831	2.1309	831	88.2969	831	9.7303	831	0.3932
832	0.6602	832	2.1777	832	88.6522	832	10.5375	832	0.3801
833	0.7263	833	2.2213	833	89.0293	833	11.5121	833	0.3694
834	0.8029	834	2.2614	834	89.435	834	12.6853	834	0.361
835	0.89	835	2.2979	835	89.875	835	14.0949	835	0.3544
836	0.9866	836	2.3307	836	90.353	836	15.7858	836	0.3494
837	1.09	837	2.3598	837	90.8697	837	17.8107	837	0.346
838	1.1955	838	2.3852	838	91.4219	838	20.2297	838	0.3439
839	1.2958	839	2.407	839	92.0019	839	23.1077	839	0.3431
840	1.3825	840	2.4254	840	92.5961	840	26.5103	840	0.3434
841	1.447	841	2.4404	841	93.1848	841	30.4936	841	0.3449
842	1.4834	842	2.4525	842	93.7415	842	35.09	842	0.3474
843	1.4898	843	2.4617	843	94.2333	843	40.2865	843	0.3508
844	1.4689	844	2.4683	844	94.6207	844	45.9992	844	0.3553
845	1.4266	845	2.4728	845	94.8589	845	52.0514	845	0.3607
846	1.3703	846	2.4754	846	94.8993	846	58.1661	846	0.367
847	1.3071	847	2.4766	847	94.6918	847	63.9896	847	0.3742
848	1.2425	848	2.4768	848	94.1876	848	69.1497	848	0.3822
849	1.1804	849	2.4766	849	93.3426	849	73.3362	849	0.3912
850	1.1234	850	2.4765	850	92.1209	850	76.372	850	0.401
851	1.0726	851	2.4772	851	90.498	851	78.2437	851	0.4117
852	1.0286	852	2.4793	852	88.463	852	79.0813	852	0.4232
853	0.9914	853	2.4837	853	86.0205	853	79.1047	853	0.4356
854	0.9608	854	2.491	854	83.1904	854	78.5635	854	0.4488
855	0.9363	855	2.5022	855	80.007	855	77.6912	855	0.4628
856	0.9176	856	2.518	856	76.5165	856	76.6807	856	0.4776
857	0.9042	857	2.5395	857	72.7743	857	75.6762	857	0.4931
858	0.8957	858	2.5675	858	68.8413	858	74.7773	858	0.5094
859	0.8919	859	2.6032	859	64.7807	859	74.0467	859	0.5263
860	0.8924	860	2.6475	860	60.655	860	73.519	860	0.5439
861	0.8968	861	2.7017	861	56.5233	861	73.2081	861	0.5621
862	0.9048	862	2.767	862	52.44	862	73.1135	862	0.5809
863	0.9161	863	2.8448	863	48.4526	863	73.2245	863	0.6001
864	0.9303	864	2.9365	864	44.6016	864	73.5232	864	0.6198
865	0.9468	865	3.0436	865	40.92	865	73.987	865	0.6398
866	0.9649	866	3.1677	866	37.4329	866	74.5895	866	0.6602
867	0.984	867	3.3103	867	34.1585	867	75.3026	867	0.6807
868	1.0029	868	3.4728	868	31.1078	868	76.0969	868	0.7015
869	1.0206	869	3.6564	869	28.2859	869	76.9432	869	0.7223
870	1.036	870	3.8614	870	25.6925	870	77.8134	870	0.7433
871	1.0478	871	4.0874	871	23.323	871	78.6813	871	0.7642
872	1.055	872	4.3323	872	21.1693	872	79.5241	872	0.7851
873	1.0569	873	4.5921	873	19.2204	873	80.3224	873	0.8061
874	1.0531	874	4.8595	874	17.4637	874	81.0615	874	0.8269
875	1.0437	875	5.1241	875	15.8855	875	81.7312	875	0.8477
876	1.0293	876	5.3719	876	14.4715	876	82.3258	876	0.8685
877	1.0109	877	5.5856	877	13.2074	877	82.844	877	0.8892
878	0.9898	878	5.7472	878	12.0792	878	83.288	878	0.91
879	0.9673	879	5.8397	879	11.0737	879	83.6628	879	0.9309
880	0.9448	880	5.8516	880	10.1784	880	83.9753	880	0.9519
881	0.9235	881	5.7788	881	9.3816	881	84.2336	881	0.9732
882	0.9047	882	5.6263	882	8.6728	882	84.4461	882	0.9947
883	0.8893	883	5.4069	883	8.0423	883	84.6205	883	1.0166
884	0.8779	884	5.1385	884	7.4814	884	84.7636	884	1.0391
885	0.8713	885	4.8405	885	6.9823	885	84.881	885	1.0621
886	0.8701	886	4.5308	886	6.5379	886	85.0185	886	1.0877
887	0.8748	887	4.2241	887	6.1422	887	85.1984	887	1.1173
888	0.8859	888	3.931	888	5.7895	888	85.3584	888	1.1482
889	0.904	889	3.6583	889	5.4749	889	85.4977	889	1.1806
890	0.9298	890	3.4099	890	5.1942	890	85.6142	890	1.2147
891	0.964	891	3.1874	891	4.9433	891	85.7048	891	1.2508
892	1.0075	892	2.9907	892	4.7189	892	85.7661	892	1.2891
893	1.0613	893	2.8188	893	4.5179	893	85.795	893	1.3298
894	1.1263	894	2.6705	894	4.3375	894	85.7893	894	1.3732
895	1.2037	895	2.5439	895	4.1751	895	85.7478	895	1.4195
896	1.2943	896	2.4376	896	4.0286	896	85.6709	896	1.4691
897	1.3984	897	2.35	897	3.8957	897	85.5606	897	1.5223
898	1.5154	898	2.2799	898	3.7747	898	85.4207	898	1.5794
899	1.6431	899	2.2263	899	3.6637	899	85.2568	899	1.6408
900	1.7765	900	2.1882	900	3.561	900	85.0756	900	1.7069
901	1.9071	901	2.1667	901	3.4665	901	84.886	901	1.7784
902	2.0221	902	2.16	902	3.3773	902	84.6955	902	1.8554
903	2.1052	903	2.1683	903	3.292	903	84.5128	903	1.9387
904	2.1397	904	2.1921	904	3.2096	904	84.3464	904	2.0287
905	2.1133	905	2.2323	905	3.129	905	84.2044	905	2.1262
906	2.0235	906	2.2903	906	3.0491	906	84.0935	906	2.2319
907	1.8795	907	2.3679	907	2.9693	907	84.0194	907	2.3465
908	1.6991	908	2.4675	908	2.8889	908	83.986	908	2.4709
909	1.5029	909	2.5923	909	2.8075	909	83.9953	909	2.6062
910	1.3084	910	2.7465	910	2.7248	910	84.0473	910	2.7533
911	1.1276	911	2.9353	911	2.6407	911	84.1398	911	2.9136
912	0.9668	912	3.1653	912	2.5555	912	84.2684	912	3.0883
913	0.828	913	3.4444	913	2.4692	913	84.4265	913	3.2789
914	0.7104	914	3.7823	914	2.3823	914	84.6056	914	3.4872
915	0.612	915	4.1901	915	2.2953	915	84.7952	915	3.715
916	0.5303	916	4.6795	916	2.2086	916	84.9834	916	3.9643
917	0.4626	917	5.2602	917	2.123	917	85.1573	917	4.2375
918	0.4067	918	5.935	918	2.0389	918	85.3034	918	4.5372
919	0.3604	919	6.6906	919	1.9568	919	85.4082	919	4.8663
920	0.3222	920	7.483	920	1.8774	920	85.4595	920	5.2281
921	0.2906	921	8.2226	921	1.8009	921	85.4462	921	5.6261
922	0.2644	922	8.7723	922	1.7278	922	85.3598	922	6.0645
923	0.2428	923	8.9808	923	1.6582	923	85.1947	923	6.5478
924	0.2251	924	8.755	924	1.5924	924	84.949	924	7.0811
925	0.2106	925	8.122	925	1.5306	925	84.6244	925	7.6699
926	0.1989	926	7.219	926	1.4727	926	84.2264	926	8.3206
927	0.1896	927	6.2171	927	1.4188	927	83.7642	927	9.0401
928	0.1825	928	5.2503	928	1.3688	928	83.2501	928	9.8361
929	0.1772	929	4.3921	929	1.3226	929	82.6985	929	10.7171
930	0.1738	930	3.6665	930	1.2802	930	82.1247	930	11.6924
931	0.1721	931	3.0691	931	1.2414	931	81.5437	931	12.772
932	0.172	932	2.5838	932	1.2061	932	80.9681	932	13.9668
933	0.1736	933	2.1913	933	1.1741	933	80.406	933	15.2884
934	0.1769	934	1.8735	934	1.1452	934	79.8586	934	16.7491
935	0.182	935	1.6152	935	1.1194	935	79.3165	935	18.3614
936	0.1891	936	1.4042	936	1.0964	936	78.7563	936	20.1382
937	0.1984	937	1.2307	937	1.0761	937	78.1358	937	22.0919
938	0.2101	938	1.0871	938	1.0583	938	77.3894	938	24.2341
939	0.2247	939	0.9673	939	1.0429	939	76.4242	939	26.5749
940	0.2425	940	0.8669	940	1.0297	940	75.1181	940	29.1219
941	0.2642	941	0.7822	941	1.0186	941	73.3246	941	31.8794
942	0.2904	942	0.7102	942	1.0094	942	70.8865	942	34.8467
943	0.3219	943	0.6488	943	1.0021	943	67.6629	943	38.0174
944	0.3595	944	0.5962	944	0.9963	944	63.5683	944	41.378
945	0.4042	945	0.5508	945	0.9921	945	58.6142	945	44.9065
946	0.4568	946	0.5116	946	0.9891	946	52.9361	946	48.5723
947	0.5181	947	0.4777	947	0.9874	947	46.7867	947	52.3357
948	0.5882	948	0.4481	948	0.9866	948	40.4909	948	56.1486
949	0.6666	949	0.4223	949	0.9867	949	34.3771	949	59.9558
950	0.7512	950	0.3999	950	0.9875	950	28.7135	950	63.6979
951	0.8381	951	0.3803	951	0.9887	951	23.6733	951	67.3141
952	0.9211	952	0.3631	952	0.9903	952	19.3314	952	70.7457
953	0.9922	953	0.3482	953	0.9919	953	15.6843	953	73.94
954	1.0419	954	0.3352	954	0.9936	954	12.6777	954	76.8534
955	1.0622	955	0.324	955	0.9949	955	10.2315	955	79.4541
956	1.0483	956	0.3143	956	0.9959	956	8.2587	956	81.7231
957	1.0004	957	0.3061	957	0.9964	957	6.676	957	83.6548
958	0.9243	958	0.2991	958	0.9961	958	5.4096	958	85.256
959	0.8294	959	0.2934	959	0.9951	959	4.3969	959	86.5436
960	0.7261	960	0.2887	960	0.9931	960	3.5863	960	87.5432
961	0.6232	961	0.2851	961	0.9902	961	2.9364	961	88.2859
962	0.5272	962	0.2825	962	0.9864	962	2.4139	962	88.8063
963	0.4418	963	0.2808	963	0.9815	963	1.9925	963	89.1398
964	0.3683	964	0.28	964	0.9758	964	1.6514	964	89.3218
965	0.3065	965	0.2801	965	0.9691	965	1.3743	965	89.3853
966	0.2553	966	0.281	966	0.9616	966	1.1483	966	89.3609
967	0.2134	967	0.2828	967	0.9535	967	0.9633	967	89.2758
968	0.1792	968	0.2854	968	0.9448	968	0.8113	968	89.154
969	0.1514	969	0.2889	969	0.9356	969	0.6859	969	89.0156
970	0.1288	970	0.2932	970	0.9262	970	0.582	970	88.8777
971	0.1104	971	0.2984	971	0.9167	971	0.4956	971	88.754
972	0.0954	972	0.3045	972	0.9071	972	0.4235	972	88.6554
973	0.0831	973	0.3114	973	0.8977	973	0.3632	973	88.5902
974	0.0729	974	0.3193	974	0.8886	974	0.3125	974	88.5645
975	0.0645	975	0.3282	975	0.8799	975	0.2697	975	88.582
976	0.0576	976	0.338	976	0.8718	976	0.2335	976	88.6449
977	0.0518	977	0.3488	977	0.8643	977	0.2028	977	88.7535
978	0.0469	978	0.3607	978	0.8575	978	0.1767	978	88.9069
979	0.0429	979	0.3736	979	0.8516	979	0.1543	979	89.1025
980	0.0395	980	0.3877	980	0.8467	980	0.1352	980	89.3368
981	0.0366	981	0.4028	981	0.8427	981	0.1188	981	89.6053
982	0.0341	982	0.419	982	0.8397	982	0.1046	982	89.9024
983	0.0321	983	0.4363	983	0.8379	983	0.0924	983	90.2217
984	0.0304	984	0.4548	984	0.8372	984	0.0818	984	90.5563
985	0.0289	985	0.4743	985	0.8378	985	0.0726	985	90.8985
986	0.0277	986	0.4949	986	0.8395	986	0.0646	986	91.2403
987	0.0267	987	0.5165	987	0.8426	987	0.0576	987	91.5737
988	0.0258	988	0.539	988	0.847	988	0.0515	988	91.8904
989	0.0251	989	0.5625	989	0.8528	989	0.0461	989	92.1823
990	0.0246	990	0.5867	990	0.86	990	0.0414	990	92.4417
991	0.0241	991	0.6116	991	0.8686	991	0.0373	991	92.6616
992	0.0238	992	0.6371	992	0.8786	992	0.0336	992	92.8358
993	0.0235	993	0.6631	993	0.8902	993	0.0304	993	92.959
994	0.0233	994	0.6895	994	0.9033	994	0.0275	994	93.0272
995	0.0232	995	0.7163	995	0.918	995	0.0249	995	93.0378
996	0.023	996	0.7433	996	0.9342	996	0.0227	996	92.9898
997	0.0229	997	0.7705	997	0.9521	997	0.0206	997	92.8835
998	0.0228	998	0.7979	998	0.9716	998	0.0188	998	92.7212
999	0.0226	999	0.8256	999	0.9927	999	0.0172	999	92.5064
1000	0.0224	1000	0.8535	1000	1.0156	1000	0.0157	1000	92.2444
1001	0.0222	1001	0.882	1001	1.0403	1001	0.0145	1001	91.9451
1002	0.0219	1002	0.9109	1002	1.0667	1002	0.0133	1002	91.6135
1003	0.0216	1003	0.9404	1003	1.0948	1003	0.0123	1003	91.2581
1004	0.0212	1004	0.9707	1004	1.1246	1004	0.0113	1004	90.8884
1005	0.0207	1005	1.002	1005	1.1561	1005	0.0105	1005	90.5146
1006	0.0202	1006	1.0345	1006	1.1892	1006	0.0097	1006	90.147
1007	0.0196	1007	1.0683	1007	1.2239	1007	0.009	1007	89.7963
1008	0.019	1008	1.1038	1008	1.2601	1008	0.0083	1008	89.473
1009	0.0183	1009	1.1411	1009	1.2978	1009	0.0077	1009	89.1873
1010	0.0176	1010	1.1806	1010	1.337	1010	0.0072	1010	88.9491
1011	0.017	1011	1.2223	1011	1.3775	1011	0.0067	1011	88.7676
1012	0.0163	1012	1.2664	1012	1.4193	1012	0.0063	1012	88.6511
1013	0.0157	1013	1.3131	1013	1.4622	1013	0.0059	1013	88.607
1014	0.0151	1014	1.3624	1014	1.5062	1014	0.0055	1014	88.6412
1015	0.0145	1015	1.4142	1015	1.5511	1015	0.0052	1015	88.7581
1016	0.0139	1016	1.4684	1016	1.597	1016	0.0048	1016	88.9604
1017	0.0134	1017	1.5247	1017	1.6436	1017	0.0045	1017	89.2482
1018	0.013	1018	1.5826	1018	1.6909	1018	0.0043	1018	89.6188
1019	0.0126	1019	1.6412	1019	1.7388	1019	0.004	1019	90.0662
1020	0.0122	1020	1.6999	1020	1.7873	1020	0.0038	1020	90.5799
1021	0.0119	1021	1.7572	1021	1.8364	1021	0.0036	1021	91.1446
1022	0.0116	1022	1.8118	1022	1.886	1022	0.0034	1022	91.7386
1023	0.0114	1023	1.8622	1023	1.9362	1023	0.0032	1023	92.3332
1024	0.0112	1024	1.9064	1024	1.987	1024	0.003	1024	92.8916
1025	0.0111	1025	1.9427	1025	2.0386	1025	0.0029	1025	93.3681
1026	0.011	1026	1.9695	1026	2.0909	1026	0.0027	1026	93.7074
1027	0.0109	1027	1.9853	1027	2.1443	1027	0.0026	1027	93.8456
1028	0.0109	1028	1.9892	1028	2.1988	1028	0.0025	1028	93.7115
1029	0.0109	1029	1.9805	1029	2.2547	1029	0.0024	1029	93.2293
1030	0.011	1030	1.9596	1030	2.3122	1030	0.0022	1030	92.3238
1031	0.0111	1031	1.927	1031	2.3716	1031	0.0021	1031	90.9269
1032	0.0112	1032	1.8839	1032	2.4333	1032	0.002	1032	88.9848
1033	0.0114	1033	1.8322	1033	2.4974	1033	0.0019	1033	86.4666
1034	0.0117	1034	1.7734	1034	2.5645	1034	0.0019	1034	83.3709
1035	0.0119	1035	1.7098	1035	2.6348	1035	0.0018	1035	79.7297
1036	0.0123	1036	1.643	1036	2.7088	1036	0.0017	1036	75.6084
1037	0.0127	1037	1.5749	1037	2.7869	1037	0.0016	1037	71.1013
1038	0.0131	1038	1.5069	1038	2.8697	1038	0.0016	1038	66.3225
1039	0.0136	1039	1.4402	1039	2.9575	1039	0.0015	1039	61.3956
1040	0.0142	1040	1.3757	1040	3.051	1040	0.0014	1040	56.4418
1041	0.0149	1041	1.3143	1041	3.1506	1041	0.0014	1041	51.5707
1042	0.0156	1042	1.2563	1042	3.257	1042	0.0013	1042	46.8735
1043	0.0164	1043	1.202	1043	3.3707	1043	0.0013	1043	42.4198
1044	0.0174	1044	1.1516	1044	3.4925	1044	0.0012	1044	38.257
1045	0.0184	1045	1.1052	1045	3.6231	1045	0.0012	1045	34.4126
1046	0.0196	1046	1.0627	1046	3.763	1046	0.0011	1046	30.8975
1047	0.0209	1047	1.024	1047	3.9132	1047	0.0011	1047	27.7089
1048	0.0223	1048	0.9889	1048	4.0745	1048	0.0011	1048	24.8352
1049	0.0239	1049	0.9575	1049	4.2477	1049	0.001	1049	22.2579
1050	0.0257	1050	0.9293	1050	4.4337	1050	0.001	1050	19.9551
1051	0.0277	1051	0.9045	1051	4.6334	1051	0.001	1051	17.9032
1052	0.0299	1052	0.8826	1052	4.8479	1052	0.0009	1052	16.0782
1053	0.0324	1053	0.8637	1053	5.0782	1053	0.0009	1053	14.4569
1054	0.0351	1054	0.8476	1054	5.3254	1054	0.0009	1054	13.0172
1055	0.0381	1055	0.8341	1055	5.5904	1055	0.0008	1055	11.739
1056	0.0414	1056	0.8232	1056	5.8746	1056	0.0008	1056	10.6036
1057	0.0451	1057	0.8148	1057	6.1789	1057	0.0008	1057	9.5946
1058	0.0492	1058	0.8087	1058	6.5047	1058	0.0008	1058	8.697
1059	0.0536	1059	0.8051	1059	6.8529	1059	0.0007	1059	7.8976
1060	0.0584	1060	0.8038	1060	7.2249	1060	0.0007	1060	7.1847
1061	0.0637	1061	0.8048	1061	7.6216	1061	0.0007	1061	6.5482
1062	0.0694	1062	0.8081	1062	8.0441	1062	0.0007	1062	5.979
1063	0.0755	1063	0.8138	1063	8.4936	1063	0.0006	1063	5.4692
1064	0.0821	1064	0.8219	1064	8.971	1064	0.0006	1064	5.0118
1065	0.0891	1065	0.8324	1065	9.4773	1065	0.0006	1065	4.6009
1066	0.0966	1066	0.8456	1066	10.0133	1066	0.0006	1066	4.231
1067	0.1045	1067	0.8614	1067	10.5797	1067	0.0006	1067	3.8975
1068	0.1129	1068	0.8801	1068	11.1775	1068	0.0005	1068	3.5964
1069	0.1216	1069	0.9017	1069	11.8072	1069	0.0005	1069	3.324
1070	0.1308	1070	0.9266	1070	12.4696	1070	0.0005	1070	3.0773
1071	0.1404	1071	0.955	1071	13.1655	1071	0.0005	1071	2.8533
1072	0.1505	1072	0.9871	1072	13.8955	1072	0.0005	1072	2.6498
1073	0.161	1073	1.0233	1073	14.6605	1073	0.0005	1073	2.4645
1074	0.1722	1074	1.0639	1074	15.4616	1074	0.0004	1074	2.2956
1075	0.1839	1075	1.1095	1075	16.2999	1075	0.0004	1075	2.1413
1076	0.1964	1076	1.1605	1076	17.1771	1076	0.0004	1076	2.0003
1077	0.2098	1077	1.2176	1077	18.095	1077	0.0004	1077	1.8711
1078	0.2242	1078	1.2814	1078	19.0557	1078	0.0004	1078	1.7526
1079	0.2399	1079	1.3527	1079	20.0621	1079	0.0004	1079	1.6438
1080	0.257	1080	1.4326	1080	21.1174	1080	0.0004	1080	1.5438
1081	0.276	1081	1.522	1081	22.2254	1081	0.0004	1081	1.4516
1082	0.297	1082	1.6222	1082	23.3905	1082	0.0003	1082	1.3666
1083	0.3206	1083	1.7348	1083	24.6178	1083	0.0003	1083	1.2882
1084	0.3471	1084	1.8614	1084	25.913	1084	0.0003	1084	1.2157
1085	0.3771	1085	2.0042	1085	27.2825	1085	0.0003	1085	1.1485
1086	0.4113	1086	2.1655	1086	28.7332	1086	0.0003	1086	1.0863
1087	0.4502	1087	2.3483	1087	30.2729	1087	0.0003	1087	1.0286
1088	0.4948	1088	2.5558	1088	31.9096	1088	0.0003	1088	0.975
1089	0.5459	1089	2.792	1089	33.6519	1089	0.0003	1089	0.9252
1090	0.6043	1090	3.0619	1090	35.5087	1090	0.0003	1090	0.8788
1091	0.671	1091	3.3712	1091	37.4887	1091	0.0003	1091	0.8356
1092	0.7467	1092	3.7267	1092	39.6005	1092	0.0002	1092	0.7953
1093	0.8318	1093	4.1367	1093	41.8523	1093	0.0002	1093	0.7576
1094	0.926	1094	4.6113	1094	44.2507	1094	0.0002	1094	0.7224
1095	1.028	1095	5.1625	1095	46.8009	1095	0.0002	1095	0.6895
1096	1.1349	1096	5.8048	1096	49.5054	1096	0.0002	1096	0.6587
1097	1.2422	1097	6.5558	1097	52.3635	1097	0.0002	1097	0.6298
1098	1.3434	1098	7.4366	1098	55.3696	1098	0.0002	1098	0.6027
1099	1.4307	1099	8.4723	1099	58.5129	1099	0.0002	1099	0.5772
1100	1.4965	1100	9.6928	1100	61.7755	1100	0.0002	1100	0.5533
1101	1.5348	1101	11.1328	1101	65.1317	1101	0.0002	1101	0.5308
1102	1.5431	1102	12.8315	1102	68.5468	1102	0.0002	1102	0.5096
1103	1.5228	1103	14.8319	1103	71.9772	1103	0.0002	1103	0.4896
1104	1.4786	1104	17.1771	1104	75.3698	1104	0.0002	1104	0.4708
1105	1.4171	1105	19.9058	1105	78.6639	1105	0.0002	1105	0.453
1106	1.3454	1106	23.0419	1106	81.7925	1106	0.0002	1106	0.4363
1107	1.2695	1107	26.5815	1107	84.6863	1107	0.0002	1107	0.4204
1108	1.1941	1108	30.4741	1108	87.2772	1108	0.0001	1108	0.4054
1109	1.1224	1109	34.6047	1109	89.5031	1109	0.0001	1109	0.3912
1110	1.0563	1110	38.7819	1110	91.3129	1110	0.0001	1110	0.3778
1111	0.9968	1111	42.7451	1111	92.6701	1111	0.0001	1111	0.3651
1112	0.9442	1112	46.1998	1112	93.5558	1112	0.0001	1112	0.353
1113	0.8985	1113	48.8772	1113	93.9701	1113	0.0001	1113	0.3415
1114	0.8594	1114	50.6	1114	93.9312	1114	0.0001	1114	0.3306
1115	0.8264	1115	51.3227	1115	93.4734	1115	0.0001	1115	0.3203
1116	0.7992	1116	51.1312	1116	92.6432	1116	0.0001	1116	0.3105
1117	0.7773	1117	50.203	1117	91.4957	1117	0.0001	1117	0.3011
1118	0.7604	1118	48.7545	1118	90.0901	1118	0.0001	1118	0.2922
1119	0.7482	1119	46.9941	1119	88.486	1119	0.0001	1119	0.2837
1120	0.7403	1120	45.0959	1120	86.7403	1120	0.0001	1120	0.2757
1121	0.7367	1121	43.1899	1121	84.9051	1121	0.0001	1121	0.2681
1122	0.7371	1122	41.3648	1122	83.0264	1122	0.0001	1122	0.2609
1123	0.7415	1123	39.6754	1123	81.1432	1123	0.0001	1123	0.254
